,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
1585,22,Male,Civil,1,6.0,No,No,0
1586,24,Male,Computer Science,1,5.0,No,No,0
1587,23,Female,Computer Science,0,5.0,Yes,Yes,0
1588,23,Male,Information Technology,0,5.0,No,Yes,0
1589,23,Male,Information Technology,0,5.0,No,No,0
1590,22,Male,Civil,2,6.0,No,No,0
1591,24,Male,Information Technology,0,6.0,No,No,1
1592,22,Male,Civil,0,6.0,No,No,1
1593,24,Male,Computer Science,1,6.0,No,No,1
1594,20,Male,Computer Science,1,5.0,No,No,0
1595,20,Male,Computer Science,2,5.0,No,No,0
1596,24,Male,Mechanical,0,5.0,No,Yes,0
1597,24,Male,Civil,0,5.0,No,No,0
1598,21,Male,Information Technology,0,5.0,No,No,0
1599,23,Male,Electrical,1,6.0,No,Yes,0
1600,21,Female,Computer Science,0,7.0,Yes,No,1
1601,23,Female,Computer Science,1,7.0,Yes,No,1
1602,20,Male,Civil,1,6.0,Yes,No,1
1603,24,Female,Information Technology,1,7.0,No,No,0
1604,24,Female,Mechanical,1,7.0,No,No,1
1605,20,Male,Civil,0,7.0,Yes,Yes,0
1606,23,Male,Electronics And Communication,0,6.0,No,Yes,0
1607,24,Male,Mechanical,0,8.0,Yes,No,1
1608,20,Male,Mechanical,0,8.0,Yes,Yes,1
1609,23,Male,Information Technology,0,7.0,No,Yes,0
1610,22,Female,Information Technology,0,8.0,No,No,1
1611,24,Male,Electronics And Communication,0,7.0,No,No,0
1612,23,Male,Information Technology,0,7.0,No,No,0
1613,21,Male,Information Technology,0,7.0,No,No,1
1614,23,Male,Computer Science,1,8.0,No,No,1
1615,21,Female,Electronics And Communication,1,7.0,No,No,0
1616,24,Male,Information Technology,1,7.0,No,No,1
1617,24,Female,Electronics And Communication,0,8.0,No,No,1
1618,22,Male,Information Technology,2,7.0,Yes,No,0
1619,21,Female,Electronics And Communication,0,7.0,No,No,0
1620,23,Male,Electronics And Communication,2,8.0,No,No,1
1621,22,Male,Information Technology,0,7.0,No,No,1
1622,24,Male,Civil,0,8.0,Yes,No,1
1623,20,Male,Mechanical,1,8.0,No,No,1
1624,22,Male,Computer Science,1,8.0,No,No,1
1625,21,Male,Civil,0,8.0,No,No,1
1626,20,Male,Information Technology,1,7.0,No,No,1
1627,21,Male,Civil,0,8.0,Yes,No,1
1628,22,Male,Computer Science,1,8.0,No,Yes,1
1629,24,Male,Computer Science,1,7.0,No,No,0
1630,21,Male,Civil,0,7.0,No,No,1
1631,23,Male,Information Technology,1,8.0,No,No,1
1632,21,Male,Electrical,0,6.0,No,No,1
1633,20,Male,Mechanical,1,7.0,Yes,Yes,0
1634,24,Male,Information Technology,1,8.0,No,No,1
1635,20,Female,Computer Science,2,7.0,Yes,Yes,0
1636,23,Female,Electronics And Communication,0,6.0,No,No,0
1637,22,Male,Civil,0,6.0,No,No,0
1638,22,Male,Computer Science,3,8.0,No,No,1
1639,23,Male,Mechanical,1,8.0,Yes,No,1
1640,23,Male,Information Technology,0,7.0,No,Yes,1
1641,23,Male,Electrical,0,8.0,No,No,1
1642,20,Male,Civil,0,8.0,No,No,1
1643,24,Male,Mechanical,0,6.0,Yes,Yes,1
1644,20,Female,Electronics And Communication,0,8.0,No,No,1
1645,22,Male,Electronics And Communication,1,8.0,No,No,1
1646,20,Male,Civil,2,6.0,No,No,1
1647,23,Male,Electrical,0,7.0,No,No,1
1648,21,Male,Civil,0,7.0,No,No,0
1649,24,Male,Mechanical,0,6.0,Yes,No,1
1650,21,Male,Mechanical,0,8.0,Yes,Yes,1
1651,22,Male,Information Technology,1,7.0,No,No,1
1652,24,Male,Information Technology,0,6.0,No,No,1
1653,20,Male,Electrical,0,7.0,No,No,0
1654,24,Male,Mechanical,1,8.0,Yes,Yes,1
1655,22,Male,Mechanical,0,8.0,Yes,No,1
1656,23,Male,Information Technology,2,7.0,No,No,1
1657,21,Female,Information Technology,0,6.0,No,No,0
1658,22,Male,Electronics And Communication,1,8.0,No,No,1
1659,21,Male,Computer Science,0,6.0,No,Yes,1
1660,23,Female,Computer Science,1,7.0,Yes,No,0
1661,21,Male,Mechanical,0,7.0,Yes,No,0
1662,21,Male,Electronics And Communication,0,7.0,No,Yes,0
1663,20,Male,Information Technology,1,8.0,No,No,1
1664,21,Male,Information Technology,1,8.0,No,No,1
1665,22,Male,Computer Science,0,6.0,No,Yes,0
1666,24,Male,Computer Science,1,8.0,No,No,1
1667,20,Male,Electronics And Communication,0,7.0,No,No,0
1668,21,Male,Information Technology,1,6.0,Yes,No,0
1669,21,Male,Computer Science,0,6.0,No,Yes,0
1670,21,Male,Electronics And Communication,0,8.0,No,Yes,1
1671,21,Female,Computer Science,1,8.0,Yes,Yes,1
1672,21,Female,Electronics And Communication,0,8.0,No,No,1
1673,23,Female,Electronics And Communication,0,8.0,No,No,1
1674,21,Male,Civil,0,6.0,Yes,Yes,0
1675,24,Female,Electronics And Communication,0,8.0,No,No,1
1676,23,Female,Mechanical,1,6.0,Yes,No,0
1677,23,Male,Electrical,0,8.0,No,No,1
1678,23,Male,Computer Science,1,8.0,No,No,1
1679,22,Male,Information Technology,1,8.0,No,Yes,1
1680,21,Male,Mechanical,0,6.0,Yes,No,0
1681,24,Male,Information Technology,0,6.0,No,No,1
1682,24,Male,Electronics And Communication,1,6.0,Yes,Yes,1
1683,22,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1684,20,Male,Mechanical,0,6.0,Yes,No,0
1685,20,Male,Computer Science,0,8.0,No,No,1
1686,21,Male,Electrical,0,6.0,No,No,0
1687,22,Male,Information Technology,0,6.0,No,No,0
1688,24,Female,Electronics And Communication,0,6.0,No,No,1
1689,21,Male,Information Technology,0,7.0,No,No,0
1690,24,Female,Computer Science,1,7.0,Yes,No,1
1691,22,Male,Information Technology,0,6.0,No,No,0
1692,24,Male,Information Technology,2,8.0,No,No,1
1693,22,Male,Information Technology,1,6.0,No,No,0
1694,21,Male,Civil,0,7.0,Yes,Yes,0
1695,20,Male,Mechanical,0,7.0,Yes,No,0
1696,22,Male,Computer Science,0,6.0,No,No,0
1697,21,Male,Computer Science,0,6.0,No,No,0
1698,22,Male,Electronics And Communication,0,7.0,No,No,0
1699,23,Male,Electronics And Communication,0,6.0,No,No,0
1700,23,Female,Information Technology,1,5.0,No,No,0
1701,22,Female,Computer Science,1,5.0,Yes,No,0
1702,20,Female,Computer Science,0,5.0,Yes,Yes,0
1703,20,Male,Mechanical,0,5.0,Yes,No,0
1704,24,Female,Computer Science,2,5.0,Yes,No,0
1705,24,Male,Electronics And Communication,0,6.0,No,No,1
1706,22,Male,Information Technology,1,6.0,No,No,0
1707,23,Female,Electronics And Communication,0,5.0,No,No,0
1708,22,Male,Mechanical,1,6.0,Yes,No,0
1709,21,Female,Mechanical,1,5.0,Yes,No,0
1710,22,Male,Mechanical,1,5.0,No,No,0
1711,24,Male,Information Technology,1,6.0,No,Yes,1
1712,23,Male,Mechanical,0,5.0,Yes,Yes,0
1713,23,Female,Civil,1,5.0,No,No,0
1714,22,Male,Electrical,0,5.0,No,No,0
1715,20,Male,Computer Science,1,5.0,No,No,0
1716,23,Male,Computer Science,1,5.0,No,No,0
1717,23,Male,Civil,0,5.0,No,No,0
1718,21,Female,Information Technology,0,6.0,No,No,0
1719,24,Male,Civil,0,6.0,No,No,1
1720,23,Male,Computer Science,0,6.0,No,No,1
1721,24,Male,Information Technology,1,6.0,No,No,1
1722,22,Male,Information Technology,1,5.0,No,No,0
1723,22,Male,Electrical,1,6.0,Yes,Yes,0
1724,21,Male,Information Technology,0,5.0,No,No,0
1725,21,Male,Electronics And Communication,0,6.0,No,No,0
1726,20,Male,Computer Science,0,5.0,No,No,0
1727,22,Male,Information Technology,0,6.0,No,No,0
1728,23,Female,Mechanical,1,5.0,Yes,No,0
1729,22,Male,Computer Science,2,6.0,No,No,1
1730,23,Male,Civil,1,6.0,No,Yes,0
1731,22,Male,Electrical,2,6.0,Yes,No,1
1732,21,Male,Mechanical,0,5.0,Yes,Yes,0
1733,21,Male,Electrical,0,6.0,No,No,0
1734,20,Male,Mechanical,1,5.0,Yes,No,0
1735,24,Male,Information Technology,0,6.0,No,No,1
1736,23,Male,Mechanical,0,5.0,Yes,No,0
1737,21,Male,Civil,0,5.0,No,Yes,0
1738,21,Male,Computer Science,1,6.0,No,Yes,0
1739,20,Male,Information Technology,0,6.0,No,No,0
1740,21,Male,Computer Science,2,5.0,No,No,0
1741,23,Male,Computer Science,3,6.0,No,No,1
1742,21,Male,Electronics And Communication,1,5.0,No,No,0
1743,22,Male,Electrical,1,6.0,No,Yes,0
1744,20,Male,Civil,0,6.0,No,Yes,0
1745,24,Male,Information Technology,0,6.0,No,No,1
1746,24,Male,Electronics And Communication,1,6.0,No,Yes,1
1747,22,Male,Mechanical,0,6.0,Yes,No,0
1748,22,Male,Information Technology,0,6.0,No,No,0
1749,23,Male,Civil,1,6.0,No,Yes,0
1750,22,Male,Computer Science,0,6.0,No,No,0
1751,24,Male,Mechanical,0,6.0,Yes,No,1
1752,20,Male,Mechanical,0,6.0,Yes,Yes,0
1753,24,Male,Civil,1,6.0,No,No,1
1754,21,Male,Mechanical,1,5.0,Yes,No,0
1755,23,Male,Computer Science,0,5.0,No,Yes,0
1756,23,Female,Computer Science,1,5.0,Yes,No,0
1757,23,Male,Computer Science,1,6.0,No,No,0
1758,21,Male,Computer Science,1,6.0,No,No,0
1759,22,Male,Civil,0,5.0,Yes,No,0
1760,21,Male,Electronics And Communication,0,6.0,No,No,0
1761,22,Male,Electrical,1,6.0,Yes,Yes,0
1762,22,Male,Information Technology,0,5.0,No,No,0
1763,23,Male,Civil,1,6.0,No,No,0
1764,23,Male,Civil,0,6.0,No,Yes,0
1765,21,Male,Electrical,0,6.0,No,Yes,0
1766,21,Male,Computer Science,0,6.0,No,Yes,0
1767,23,Female,Computer Science,1,8.0,Yes,No,1
1768,20,Male,Computer Science,3,7.0,No,Yes,0
1769,21,Male,Electronics And Communication,2,7.0,No,No,1
1770,21,Female,Computer Science,0,7.0,Yes,No,0
1771,23,Male,Computer Science,1,7.0,No,No,0
1772,20,Male,Computer Science,1,6.0,No,No,0
1773,21,Male,Information Technology,1,6.0,No,No,0
1774,20,Male,Information Technology,0,8.0,No,No,1
1775,22,Female,Information Technology,1,6.0,No,No,0
1776,21,Female,Information Technology,1,6.0,No,No,0
1777,24,Male,Information Technology,0,7.0,No,No,0
1778,20,Male,Computer Science,1,8.0,No,No,1
1779,23,Male,Electrical,1,8.0,No,No,1
1780,22,Female,Electronics And Communication,1,7.0,Yes,No,0
1781,20,Male,Information Technology,1,6.0,No,No,0
1782,20,Male,Civil,0,7.0,No,No,0
1783,24,Male,Computer Science,2,6.0,No,No,1
1784,22,Male,Civil,0,8.0,Yes,No,1
1785,20,Female,Information Technology,1,6.0,No,No,0
1786,21,Male,Civil,0,8.0,Yes,No,1
1787,22,Male,Mechanical,0,8.0,No,No,1
1788,22,Male,Information Technology,1,8.0,Yes,No,1
1789,22,Female,Electronics And Communication,0,8.0,No,No,1
1790,24,Male,Civil,1,7.0,Yes,No,0
1791,22,Male,Information Technology,1,6.0,No,No,0
1792,23,Male,Information Technology,0,7.0,No,No,0
1793,23,Male,Electronics And Communication,1,6.0,No,Yes,0
1794,22,Female,Information Technology,1,6.0,No,No,0
1795,23,Male,Mechanical,1,6.0,Yes,No,0
1796,24,Male,Information Technology,0,6.0,No,No,1
1797,24,Male,Information Technology,0,8.0,No,No,1
1798,22,Male,Computer Science,0,6.0,No,Yes,0
1799,24,Male,Computer Science,1,6.0,No,No,1
1800,21,Female,Computer Science,0,7.0,Yes,No,0
1801,24,Male,Computer Science,0,7.0,No,No,1
1802,21,Male,Mechanical,0,8.0,No,No,1
1803,24,Male,Civil,0,6.0,Yes,No,1
1804,24,Male,Information Technology,1,6.0,No,No,1
1805,21,Male,Electrical,1,6.0,No,No,0
1806,24,Male,Electronics And Communication,1,8.0,No,Yes,1
1807,20,Male,Computer Science,0,6.0,No,No,0
1808,20,Female,Mechanical,1,6.0,Yes,No,0
1809,24,Male,Computer Science,0,6.0,No,No,1
1810,21,Male,Computer Science,2,8.0,No,No,1
1811,22,Male,Computer Science,1,8.0,No,No,1
1812,23,Male,Electronics And Communication,0,7.0,No,No,0
1813,21,Female,Information Technology,0,8.0,No,No,1
1814,23,Male,Computer Science,1,6.0,No,No,0
1815,23,Male,Civil,0,8.0,No,No,1
1816,22,Male,Electronics And Communication,0,7.0,No,No,0
1817,24,Male,Electronics And Communication,1,7.0,Yes,Yes,0
1818,22,Male,Information Technology,0,6.0,No,No,0
1819,24,Male,Civil,0,7.0,Yes,Yes,0
1820,21,Male,Mechanical,0,8.0,Yes,Yes,1
1821,22,Female,Electronics And Communication,1,6.0,Yes,Yes,0
1822,22,Male,Civil,0,7.0,No,No,0
1823,22,Male,Information Technology,1,6.0,Yes,No,0
1824,24,Female,Electronics And Communication,1,7.0,Yes,Yes,1
1825,24,Male,Computer Science,0,6.0,No,Yes,1
1826,23,Female,Mechanical,1,7.0,Yes,No,0
1827,22,Male,Electronics And Communication,1,8.0,No,No,1
1828,20,Female,Mechanical,1,8.0,Yes,No,1
1829,21,Male,Civil,0,7.0,No,No,0
1830,20,Male,Mechanical,1,7.0,Yes,No,0
1831,22,Male,Computer Science,0,7.0,No,No,0
1832,21,Male,Computer Science,2,6.0,No,No,1
1833,23,Male,Computer Science,1,8.0,No,No,1
1834,20,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1835,22,Female,Computer Science,1,6.0,Yes,No,0
1836,20,Male,Mechanical,0,8.0,Yes,No,1
1837,21,Male,Electronics And Communication,0,7.0,No,No,0
1838,22,Male,Electronics And Communication,0,8.0,No,No,1
1839,21,Male,Mechanical,0,7.0,Yes,No,0
1840,23,Male,Electronics And Communication,0,6.0,No,No,0
1841,21,Male,Electrical,0,7.0,No,No,0
1842,21,Male,Information Technology,1,6.0,Yes,No,0
1843,20,Male,Mechanical,0,6.0,Yes,Yes,0
1844,21,Male,Computer Science,1,6.0,No,No,0
1845,24,Male,Mechanical,0,8.0,Yes,Yes,1
1846,21,Male,Electrical,0,6.0,No,No,0
1847,22,Male,Civil,0,7.0,No,No,0
1848,24,Female,Information Technology,1,7.0,No,No,0
1849,22,Male,Computer Science,1,6.0,No,No,0
1850,21,Male,Information Technology,2,8.0,No,No,1
1851,23,Male,Computer Science,2,8.0,No,No,1
1852,24,Male,Information Technology,2,8.0,No,No,1
1853,22,Male,Mechanical,0,8.0,Yes,No,1
1854,21,Male,Computer Science,1,8.0,No,No,1
1855,21,Female,Computer Science,0,7.0,Yes,Yes,0
1856,23,Male,Computer Science,0,6.0,No,No,0
1857,20,Male,Information Technology,0,7.0,No,Yes,0
1858,23,Male,Computer Science,0,6.0,No,No,0
1859,23,Male,Electrical,1,7.0,No,No,1
1860,21,Female,Information Technology,1,6.0,No,No,0
1861,21,Male,Information Technology,2,7.0,No,No,1
1862,22,Male,Mechanical,1,7.0,Yes,Yes,0
1863,24,Male,Mechanical,1,7.0,Yes,No,0
1864,21,Male,Information Technology,1,7.0,Yes,No,0
1865,21,Male,Civil,0,7.0,Yes,No,0
1866,21,Female,Electronics And Communication,1,7.0,Yes,No,0
1867,20,Male,Computer Science,0,7.0,No,No,0
1868,24,Male,Computer Science,1,7.0,No,No,0
1869,20,Male,Information Technology,0,6.0,No,No,0
1870,20,Female,Electrical,1,7.0,No,Yes,1
1871,20,Male,Information Technology,0,7.0,No,No,0
1872,24,Male,Electrical,1,7.0,No,No,1
1873,22,Male,Electronics And Communication,1,8.0,No,Yes,1
1874,23,Female,Information Technology,0,7.0,No,No,0
1875,20,Male,Electronics And Communication,2,7.0,No,No,1
1876,22,Male,Computer Science,0,6.0,No,No,0
1877,21,Male,Electronics And Communication,0,8.0,No,No,1
1878,21,Male,Computer Science,0,6.0,No,No,0
1879,22,Male,Information Technology,0,8.0,No,Yes,1
1880,22,Male,Computer Science,0,6.0,No,No,0
1881,22,Male,Mechanical,0,6.0,Yes,No,0
1882,22,Male,Information Technology,2,6.0,No,No,1
1883,21,Male,Information Technology,1,7.0,No,No,0
1884,22,Female,Electrical,0,8.0,No,No,1
1885,23,Female,Electrical,0,6.0,No,No,0
1886,24,Male,Electronics And Communication,0,6.0,No,No,1
1887,24,Male,Civil,1,6.0,No,No,1
1888,21,Female,Electrical,1,8.0,No,Yes,1
1889,22,Female,Mechanical,1,6.0,Yes,No,0
1890,20,Male,Information Technology,2,8.0,No,No,1
1891,23,Male,Information Technology,0,8.0,No,No,1
1892,21,Female,Computer Science,1,6.0,Yes,No,0
1893,21,Male,Computer Science,0,6.0,No,No,0
1894,21,Male,Information Technology,1,8.0,No,No,1
1895,23,Male,Mechanical,1,8.0,Yes,No,1
1896,22,Male,Electronics And Communication,0,7.0,No,No,0
1897,23,Male,Information Technology,0,7.0,No,No,0
1898,23,Male,Information Technology,2,6.0,No,No,1
1899,20,Male,Mechanical,0,8.0,Yes,No,1
1900,20,Male,Information Technology,0,8.0,No,No,1
1901,22,Male,Computer Science,2,8.0,No,Yes,1
1902,22,Male,Information Technology,1,7.0,No,No,1
1903,21,Male,Information Technology,0,7.0,No,No,1
1904,20,Male,Computer Science,1,8.0,No,No,1
1905,20,Male,Electrical,2,7.0,Yes,No,1
1906,21,Male,Information Technology,0,7.0,No,No,0
1907,19,Female,Information Technology,1,8.0,No,Yes,1
1908,19,Male,Electrical,1,8.0,No,No,1
1909,21,Male,Computer Science,1,7.0,No,No,1
1910,19,Male,Computer Science,0,7.0,No,No,1
1911,20,Female,Computer Science,0,8.0,Yes,No,1
1912,19,Male,Electrical,0,8.0,No,No,1
1913,21,Female,Civil,1,8.0,No,Yes,1
1914,21,Female,Computer Science,1,8.0,Yes,No,1
1915,22,Male,Information Technology,0,7.0,No,No,0
1916,20,Male,Electronics And Communication,0,8.0,No,No,1
1917,22,Male,Electronics And Communication,1,7.0,No,No,0
1918,21,Male,Computer Science,0,8.0,No,No,1
1919,22,Male,Computer Science,0,7.0,No,No,0
1920,21,Male,Computer Science,1,8.0,No,No,1
1921,20,Male,Information Technology,1,8.0,No,No,1
1922,22,Female,Mechanical,1,8.0,Yes,No,1
1923,22,Female,Computer Science,0,8.0,Yes,No,1
1924,21,Male,Electrical,0,8.0,No,No,1
1925,22,Male,Mechanical,0,8.0,Yes,No,1
1926,22,Female,Computer Science,1,7.0,Yes,No,1
1927,19,Male,Computer Science,1,7.0,No,Yes,1
1928,22,Male,Computer Science,0,8.0,No,Yes,1
1929,22,Male,Computer Science,3,7.0,No,No,0
1930,21,Male,Information Technology,0,7.0,No,No,0
1931,22,Male,Information Technology,0,7.0,No,No,0
1932,21,Male,Civil,1,7.0,No,No,0
1933,20,Female,Information Technology,1,8.0,Yes,No,1
1934,19,Male,Information Technology,0,8.0,No,No,1
1935,21,Male,Electronics And Communication,1,8.0,No,Yes,1
1936,21,Male,Information Technology,2,7.0,No,Yes,0
1937,19,Male,Computer Science,1,8.0,No,No,1
1938,22,Female,Computer Science,1,8.0,Yes,Yes,1
1939,21,Male,Computer Science,1,8.0,No,No,1
1940,19,Male,Electrical,1,8.0,No,Yes,1
1941,19,Female,Electronics And Communication,1,7.0,No,No,1
1942,21,Male,Electrical,0,8.0,No,No,1
1943,20,Male,Computer Science,0,7.0,No,Yes,0
1944,20,Male,Computer Science,1,7.0,No,No,0
1945,22,Male,Mechanical,3,7.0,Yes,Yes,0
1946,22,Male,Electronics And Communication,0,7.0,No,No,0
1947,20,Female,Information Technology,1,7.0,Yes,No,1
1948,20,Male,Information Technology,0,7.0,No,Yes,1
1949,22,Female,Computer Science,3,8.0,Yes,No,1
1950,22,Male,Electronics And Communication,2,8.0,No,No,1
1951,19,Female,Civil,1,8.0,No,No,1
1952,22,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1953,22,Male,Information Technology,0,8.0,No,Yes,1
1954,20,Male,Mechanical,1,8.0,Yes,No,1
1955,20,Male,Information Technology,1,8.0,Yes,Yes,1
1956,20,Male,Mechanical,1,7.0,Yes,Yes,0
1957,22,Female,Computer Science,1,7.0,Yes,No,0
1958,20,Male,Computer Science,1,8.0,No,No,1
1959,19,Male,Civil,1,7.0,No,No,0
1960,21,Male,Civil,0,7.0,No,No,0
1961,19,Male,Computer Science,2,7.0,No,No,1
1962,22,Male,Electrical,0,7.0,No,No,0
1963,19,Male,Electronics And Communication,0,8.0,No,No,1
1964,19,Male,Civil,0,7.0,Yes,No,0
1965,21,Male,Information Technology,0,8.0,No,No,1
1966,19,Male,Civil,0,8.0,No,Yes,1
1967,22,Male,Computer Science,1,8.0,No,No,1
1968,20,Male,Computer Science,1,7.0,No,No,0
1969,22,Male,Computer Science,0,7.0,No,No,0
1970,21,Male,Information Technology,1,8.0,Yes,No,1
1971,20,Male,Information Technology,1,8.0,Yes,No,1
1972,19,Male,Mechanical,1,8.0,Yes,No,1
1973,20,Male,Civil,1,8.0,No,No,1
1974,21,Male,Computer Science,0,7.0,No,No,0
1975,22,Male,Information Technology,0,8.0,No,No,1
1976,20,Female,Computer Science,1,8.0,Yes,No,1
1977,19,Male,Information Technology,1,7.0,No,No,0
1978,21,Male,Computer Science,1,8.0,No,No,1
1979,20,Male,Electronics And Communication,0,8.0,No,No,1
1980,21,Male,Computer Science,1,8.0,No,No,1
1981,20,Male,Mechanical,0,8.0,Yes,Yes,1
1982,21,Male,Electrical,0,7.0,No,No,0
1983,20,Male,Computer Science,2,8.0,No,No,1
1984,21,Male,Computer Science,1,7.0,No,Yes,0
1985,22,Male,Computer Science,0,8.0,No,No,1
1986,19,Male,Electronics And Communication,0,8.0,No,No,1
1987,19,Male,Civil,0,7.0,No,No,0
1988,21,Male,Information Technology,0,7.0,No,No,0
1989,21,Male,Mechanical,1,8.0,Yes,No,1
1990,19,Male,Computer Science,0,8.0,No,No,1
1991,22,Male,Computer Science,2,7.0,No,No,0
1992,20,Male,Computer Science,1,7.0,No,No,0
1993,22,Male,Information Technology,1,7.0,Yes,No,0
1994,21,Male,Mechanical,0,8.0,Yes,No,1
1995,19,Male,Electronics And Communication,0,8.0,No,No,1
1996,20,Male,Information Technology,1,7.0,No,No,0
1997,22,Male,Information Technology,1,8.0,No,No,1
1998,20,Male,Computer Science,0,8.0,No,No,1
1999,19,Male,Computer Science,1,7.0,No,No,0
2000,21,Male,Electronics And Communication,0,7.0,No,No,1
2001,19,Male,Electronics And Communication,0,8.0,No,No,1
2002,21,Male,Electrical,1,8.0,No,No,1
2003,19,Male,Computer Science,0,8.0,No,No,1
2004,19,Male,Computer Science,1,8.0,No,No,1
2005,22,Male,Computer Science,0,7.0,No,No,0
2006,21,Female,Electronics And Communication,0,8.0,No,No,1
2007,19,Male,Computer Science,2,8.0,No,No,1
2008,19,Male,Electronics And Communication,0,7.0,No,No,1
2009,19,Male,Electrical,0,6.0,No,No,0
2010,20,Male,Mechanical,0,8.0,Yes,No,1
2011,21,Male,Electrical,1,7.0,Yes,Yes,1
2012,20,Male,Computer Science,0,8.0,No,Yes,1
2013,22,Male,Computer Science,0,6.0,No,No,0
2014,19,Male,Computer Science,0,7.0,No,No,0
2015,20,Male,Electrical,0,8.0,No,Yes,1
2016,22,Female,Electrical,0,6.0,No,No,0
2017,22,Male,Information Technology,1,6.0,No,No,0
2018,21,Male,Electronics And Communication,0,6.0,No,Yes,0
2019,20,Male,Computer Science,0,7.0,No,Yes,0
2020,20,Male,Information Technology,1,7.0,No,No,0
2021,21,Male,Information Technology,0,8.0,No,No,1
2022,21,Male,Computer Science,1,8.0,No,No,1
2023,19,Male,Civil,1,7.0,No,Yes,0
2024,19,Male,Computer Science,0,8.0,No,No,1
2025,19,Male,Electrical,1,6.0,No,No,0
2026,22,Male,Electronics And Communication,0,7.0,No,No,0
2027,22,Male,Electronics And Communication,0,6.0,No,No,0
2028,22,Male,Electronics And Communication,1,8.0,No,Yes,1
2029,22,Male,Computer Science,1,7.0,No,No,0
2030,19,Male,Mechanical,2,8.0,Yes,No,1
2031,20,Male,Computer Science,0,6.0,No,Yes,0
2032,22,Female,Mechanical,1,6.0,Yes,No,0
2033,21,Male,Information Technology,0,6.0,No,Yes,0
2034,22,Male,Electronics And Communication,3,6.0,No,No,1
2035,20,Male,Computer Science,0,7.0,No,No,0
2036,20,Male,Information Technology,0,6.0,No,No,0
2037,20,Male,Information Technology,1,8.0,No,No,1
2038,21,Male,Civil,0,7.0,No,No,0
2039,20,Male,Computer Science,2,7.0,No,No,1
2040,20,Male,Electrical,1,6.0,No,No,0
2041,19,Male,Electrical,2,6.0,No,Yes,0
2042,19,Male,Civil,2,6.0,Yes,No,1
2043,22,Male,Computer Science,1,8.0,No,No,1
2044,22,Female,Electrical,0,7.0,Yes,Yes,0
2045,19,Male,Computer Science,0,6.0,No,No,0
2046,22,Male,Mechanical,2,7.0,Yes,No,0
2047,20,Male,Computer Science,1,6.0,No,No,0
2048,21,Male,Electrical,1,7.0,No,No,1
2049,20,Male,Mechanical,0,8.0,Yes,No,1
2050,22,Male,Computer Science,1,7.0,No,No,0
2051,19,Male,Information Technology,1,8.0,No,No,1
2052,22,Male,Information Technology,0,6.0,No,No,0
2053,19,Male,Electronics And Communication,2,8.0,No,No,1
2054,19,Male,Mechanical,0,6.0,Yes,Yes,0
2055,21,Male,Information Technology,0,8.0,No,No,1
2056,21,Male,Information Technology,1,6.0,No,No,0
2057,21,Male,Electronics And Communication,2,8.0,Yes,Yes,1
2058,19,Male,Information Technology,1,7.0,Yes,No,0
2059,21,Male,Computer Science,0,8.0,No,No,1
2060,20,Male,Electrical,0,8.0,No,No,1
2061,20,Male,Information Technology,0,6.0,No,No,0
2062,20,Male,Electronics And Communication,2,6.0,No,No,1
2063,21,Male,Electrical,1,8.0,No,No,1
2064,22,Male,Electrical,0,7.0,No,No,0
2065,21,Male,Information Technology,2,7.0,No,Yes,0
2066,21,Male,Information Technology,2,6.0,No,No,1
2067,20,Male,Mechanical,0,6.0,Yes,No,0
2068,21,Male,Electrical,0,7.0,No,No,0
2069,22,Male,Information Technology,2,6.0,No,No,1
2070,21,Female,Computer Science,0,8.0,Yes,No,1
2071,21,Male,Electronics And Communication,0,8.0,No,No,1
2072,19,Male,Computer Science,2,7.0,No,Yes,0
2073,20,Female,Electrical,0,8.0,Yes,Yes,1
2074,19,Male,Electrical,0,8.0,No,No,1
2075,19,Male,Information Technology,3,7.0,No,No,1
2076,21,Female,Computer Science,0,6.0,Yes,Yes,0
2077,21,Male,Computer Science,2,6.0,No,No,1
2078,22,Male,Computer Science,2,8.0,No,No,1
2079,20,Male,Electrical,1,7.0,No,No,1
2080,19,Male,Mechanical,0,6.0,Yes,No,0
2081,20,Male,Electrical,0,6.0,Yes,Yes,0
2082,19,Male,Civil,0,8.0,Yes,No,1
2083,19,Male,Computer Science,1,6.0,No,No,0
2084,21,Male,Computer Science,0,8.0,No,Yes,1
2085,22,Male,Civil,1,7.0,No,No,0
2086,22,Male,Information Technology,0,6.0,No,Yes,0
2087,21,Male,Civil,1,6.0,No,No,0
2088,21,Female,Computer Science,2,7.0,Yes,No,1
2089,20,Male,Electronics And Communication,1,7.0,No,No,1
2090,19,Male,Electronics And Communication,0,6.0,No,No,0
2091,20,Male,Mechanical,0,8.0,Yes,Yes,1
2092,20,Female,Information Technology,1,8.0,No,No,1
2093,21,Male,Computer Science,0,6.0,No,No,0
2094,20,Male,Information Technology,1,7.0,No,No,0
2095,22,Male,Computer Science,2,7.0,No,No,0
2096,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
2097,19,Male,Computer Science,1,7.0,No,No,0
2098,20,Male,Information Technology,2,7.0,No,No,1
2099,19,Male,Information Technology,1,8.0,No,No,1
